Code departement,Departement,Nom du club
74,Savoie (Haute),ARC CLUB CLUSIEN
74,Savoie (Haute),ARCHERS VALLEE THONES
74,Savoie (Haute),CIE ARCHERS ST JULIEN
74,Savoie (Haute),CIE DE TIR A L'ARC LES SAGITTAIRES
74,Savoie (Haute),L'ARQUEBUSE DE DOUVAINE
74,Savoie (Haute),LES ARCHERS DE L'ARVE
74,Savoie (Haute),LES ARCHERS DE LA SALLANCHE
74,Savoie (Haute),LES ARCHERS DE RIPAILLE
74,Savoie (Haute),LES ARCHERS DE SAMOENS
74,Savoie (Haute),LES ARCHERS DU FAUCIGNY
74,Savoie (Haute),LES ARCHERS DU GAVOT
74,Savoie (Haute),LES ARCHERS JACQUEMARD
74,Savoie (Haute),POISY ANIMATION JEUNES
76,Seine-Maritime,1ERE CIE D ARC DES TEMPLIERS
76,Seine-Maritime,1ERE COMPAGNIE D'ARC DE NEUFCHATEL
76,Seine-Maritime,AMICALE LAIQUE DE MAROMME
76,Seine-Maritime,AMICALE LAIQUE DE TOURVILLE LA RIVIERE
76,Seine-Maritime,ARC CLUB D'EPOUVILLE
76,Seine-Maritime,ARC CLUB DE FECAMP
76,Seine-Maritime,ARC ROBERT LE DIABLE
76,Seine-Maritime,ARC ROUEN CLUB
76,Seine-Maritime,ARCHERS DU GRAND COLMOULINS
76,Seine-Maritime,ARCHERS DU JONQUAY PLATEAU EST
76,Seine-Maritime,ARCHERS DU ROY GUILLAUME
76,Seine-Maritime,ARCHERS VALERIQUAIS
76,Seine-Maritime,AS TOTAL PETROCHEMICALS
76,Seine-Maritime,ASSOCIATION DE TIR DE YERVILLE
76,Seine-Maritime,CENTRE DE LOISIRS CULTURELS DE TURRETOT
76,Seine-Maritime,CIE D'ARC DE FERRIERES EN BRAY
76,Seine-Maritime,CIE D'ARCHERS DE GRAND COURONNE
76,Seine-Maritime,CIE DES ARCHERS BRACQUEMONT BELLEVILLE
76,Seine-Maritime,CIE DES ARCHERS D AUFFAY
76,Seine-Maritime,CIE DES ARCHERS DE MONT ST AIGNAN
76,Seine-Maritime,CIE DES ARCHERS DU RONCHAY
76,Seine-Maritime,CIE DES ARCHERS SOTTEVILLAIS
76,Seine-Maritime,CIE HAVRAISE DE TIR A L ARC
76,Seine-Maritime,CLUB SPORTIF DE GRAVENCHON
76,Seine-Maritime,COMPAGNIE DES MARTINS TIREURS
76,Seine-Maritime,DA ADRESSE
76,Seine-Maritime,E.S.A.CIE DES ARCHERS AUMALOIS
76,Seine-Maritime,GALLIA CLUB OMNISPORTS DE BIHOREL
76,Seine-Maritime,L'ARC ST ROMANAIS
76,Seine-Maritime,LES ARCHERS BEUZEVILLAIS
76,Seine-Maritime,LES ARCHERS BLANCS
76,Seine-Maritime,LES ARCHERS DE PREAUX
76,Seine-Maritime,LES ARCHERS DU QUESNOT
76,Seine-Maritime,LES ARCHERS DU ROY D'YVETOT
76,Seine-Maritime,LES ARCHERS DU VAL DE BRESLE
76,Seine-Maritime,LES ARCHERS GRAND QUEVILLAIS
76,Seine-Maritime,LES-ARCHERS-DU-COLOMBIER
93,Seine-Saint-Denis,1ER CIE D'ARC DE MONTFERMEIL
93,Seine-Saint-Denis,1ERE CIE ARC MONTREUIL
93,Seine-Saint-Denis,1ERE CIE D'ARC D'AULNAY SOUS BOIS
93,Seine-Saint-Denis,2E CIE ARC NOISY-GRAND
93,Seine-Saint-Denis,2EME CIE D'ARC MONTREUIL
93,Seine-Saint-Denis,A.S. BONDY
93,Seine-Saint-Denis,ARCHERIE NOCEENNE CLUB
93,Seine-Saint-Denis,ARCHERS DU VERT GALANT
93,Seine-Saint-Denis,C C COUBRON VAUJOURS TIR A L'ARC
93,Seine-Saint-Denis,C.A.BAGNOLET BELLEVILLE
93,Seine-Saint-Denis,CIE D'ARC DE CLICHY SOUS BOIS
93,Seine-Saint-Denis,CIE D'ARC DE PANTIN
93,Seine-Saint-Denis,CIE D'ARC DE SEVRAN
93,Seine-Saint-Denis,CIE D'ARC NOISY LE SEC
93,Seine-Saint-Denis,CIE D'ARC ROMAINVILLE
93,Seine-Saint-Denis,CLUB DE TIR A L'ARC DU BOURGET
93,Seine-Saint-Denis,CLUB SPORTIF MULTISECTIONS D'EPINAY
93,Seine-Saint-Denis,COMPAGNIE D'ARC DE BONDY
93,Seine-Saint-Denis,COMPAGNIE D'ARC L'UNION
93,Seine-Saint-Denis,GAGNY 1ERE CIE D'ARC USM
93,Seine-Saint-Denis,LA FLECHE AUDONIENNE
93,Seine-Saint-Denis,LES ARCHERS DE VILLETANEUSE
93,Seine-Saint-Denis,ROGNETTE VALJOVIENNE
93,Seine-Saint-Denis,S.D.U.S. TIR A L'ARC
93,Seine-Saint-Denis,TIR A L ARC - C.S.L. DRANCY
93,Seine-Saint-Denis,TIR A L'ARC - CSL ROSNY
93,Seine-Saint-Denis,U.S. MONTFERMEIL
93,Seine-Saint-Denis,VILLEMOMBLE ( CIE D'ARC )
93,Seine-Saint-Denis,VILLEPINTE TIR A L ARC
77,Seine-et-Marne,1 ERE CIE D ARC DAMMARTIN EN GOELE
77,Seine-et-Marne,1CIE D'ARC DE ROISSY EN BRIE
77,Seine-et-Marne,1ERE CIE D ARC DE MITRY MORY
77,Seine-et-Marne,1ERE CIE D'ARC D'ANNET/MARNE
77,Seine-et-Marne,1ERE CIE D'ARC DE CLAYE
77,Seine-et-Marne,1ERE CIE D'ARC DE SOUILLY
77,Seine-et-Marne,ACS
77,Seine-et-Marne,ARC CLUB DE MEAUX
77,Seine-et-Marne,ARC CLUB DE MOUROUX
77,Seine-et-Marne,ARC SPORT SEINE ET LOING
77,Seine-et-Marne,ARCHERIE DE PONTVILLE
77,Seine-et-Marne,ARCHERIE MONTERELAISE
77,Seine-et-Marne,ASR TIR A L'ARC
77,Seine-et-Marne,CHELLES ARC CLUB
77,Seine-et-Marne,CIE ARC CONDE LIBIAIRE
77,Seine-et-Marne,CIE ARC FONTAINEBLEAU-AVON
77,Seine-et-Marne,CIE ARC LA FRATERNELLE
77,Seine-et-Marne,CIE ARC VERT ST DENIS-CESSON
77,Seine-et-Marne,CIE D ARC DE CHALMAISON
77,Seine-et-Marne,CIE D'ARC CHAMPS SUR MARNE
77,Seine-et-Marne,CIE D'ARC D'ESBLY
77,Seine-et-Marne,CIE D'ARC DE COUILLY
77,Seine-et-Marne,CIE D'ARC DE DAMPMART
77,Seine-et-Marne,CIE D'ARC DE LAGNY
77,Seine-et-Marne,CIE D'ARC DE MONTRY
77,Seine-et-Marne,CIE D'ARC DE NEMOURS - ST PIERRE
77,Seine-et-Marne,CIE D'ARC DE PROVINS
77,Seine-et-Marne,CIE D'ARC DE ST GERMAIN SUR MORIN
77,Seine-et-Marne,CIE. D ARC DE SAINT PATHUS
77,Seine-et-Marne,CLUB SPORTIF ET LOISIR DE LA GENDARMERIE
77,Seine-et-Marne,COMPAGNIE D'ARC DE QUINCY-VOISINS
77,Seine-et-Marne,CRECY LA CHAPELLE (CIE D'ARC)
77,Seine-et-Marne,ESPOIR SPORTIF MOUSSY LE NEUF
77,Seine-et-Marne,LA DOUBLE DETENTE DE BUSSY
77,Seine-et-Marne,LE MEE SPORTS TIR A L'ARC
77,Seine-et-Marne,LES ARCHERS CALMETIENS
77,Seine-et-Marne,LES ARCHERS D'OZOIR
77,Seine-et-Marne,LES ARCHERS DE LA MARSANGE
77,Seine-et-Marne,LES ARCHERS DE LA PIERRE BLANCHE
77,Seine-et-Marne,LES ARCHERS DE MAREUIL
77,Seine-et-Marne,LES ARCHERS DE SAINT MARD
77,Seine-et-Marne,LES ARCHERS DE SAINT THIBAULT
77,Seine-et-Marne,LES ARCHERS DES 7 MOULINS
77,Seine-et-Marne,LES ARCHERS DU PAAC
77,Seine-et-Marne,LES BLASONS BRIARDS
77,Seine-et-Marne,MALNOUE EMERAINVILLE SPORTS
77,Seine-et-Marne,SAVIGNY LE TEMPLE TIR A L'ARC
77,Seine-et-Marne,TIR A L'ARC DE CANNES ECLUSE
77,Seine-et-Marne,TIR A L'ARC NANGISSIEN
77,Seine-et-Marne,TIR A L'ARC ORVANNAIS
77,Seine-et-Marne,TORCY ARCHERIE
77,Seine-et-Marne,U.S.B. TIR A L'ARC
77,Seine-et-Marne,U.S.M. VILLEPARISIS
77,Seine-et-Marne,UNION SPORT. CHATELAINE
79,Sevres (Deux),ARCHERS DE LA TREMOILLE
79,Sevres (Deux),ARCHERS DU PIED DU ROY
79,Sevres (Deux),CGNIE DES ARCHERS D HAUTIBUS
79,Sevres (Deux),CIE LA FLECHE CRECHOISE
79,Sevres (Deux),COMPAGNIE DES ARCHERS NIORTAIS
79,Sevres (Deux),LES ARCHERS DE GATINE
79,Sevres (Deux),LES ARCHERS DE L'AUTIZE
80,Somme,AMICALE DES ANCIENS ELEVES
80,Somme,CIE ARCHERS DE MOREUIL
80,Somme,CIE D ARC DE ROYE
80,Somme,CIE D'ARC D'ABBEVILLE
80,Somme,CIE D'ARC D'AMIENS
80,Somme,CIE D'ARC D'ARVILLERS
80,Somme,CIE D'ARC DE BROUCHY
80,Somme,CIE D'ARC DE PIENNES
80,Somme,CIE D'ARC ST.MARTIN ROISEL-EPEHY
80,Somme,CIE DES FRANCS ARCHERS
80,Somme,CLUB DE TIR A L'ARC DE SAINS EN AMIENOIS
80,Somme,CLUB DE TIR A L'ARC NESLOIS
80,Somme,ENCLOS DE L'ABBAYE
80,Somme,ESMERY HALLON
80,Somme,L'ETINCELLE MARQUENTERRE LOISIRS CULTURE
80,Somme,LA BOISSIERE-FESCAMPS
80,Somme,LA FLECHE EPPEVILLOISE
80,Somme,LES ARCHERS D'ANDECHY
80,Somme,LES ARCHERS DE CACHY
80,Somme,UNION DES ARCHERS
81,Tarn,A.S.C. LA LANDELLE
81,Tarn,ARC CLUB DE LAVAUR
81,Tarn,COMPAGNIE DES ARCHERS ALBIGEOIS
81,Tarn,HANDI MUT SPORTS
81,Tarn,LES ARCHERS DE LA MONTAGNE NOIRE
81,Tarn,LES ARCHERS DU COTEAU
81,Tarn,LES ARCHERS DU DADOU
81,Tarn,LES ARCHERS DU SIDOBRE
82,Tarn-et-Garonne,AMICALE LAIQUE VALENCE D AGEN
82,Tarn-et-Garonne,ARCHERS DE LA LOMAGNE
82,Tarn-et-Garonne,ARCHERS DU CAUSSADAIS
82,Tarn-et-Garonne,ASSOC LES ARCHERS QUERCYNNOIS
82,Tarn-et-Garonne,COMPAGNIE DES ARCHERS MONTECHOIS
82,Tarn-et-Garonne,LA CIE D'ARCHERS MONTACUTAINS
82,Tarn-et-Garonne,LES ARCHERS BRESSOLAIS
82,Tarn-et-Garonne,LES ARCHERS DE CASTELSARRASIN
82,Tarn-et-Garonne,LES ARCHERS DE LABREILLE
82,Tarn-et-Garonne,LES ARCHERS MONTALBANAIS
82,Tarn-et-Garonne,LES ARCHERS STEPHANOIS
95,Val-d'Oise,1ERE CIE D ARC DE MONTMAGNY-DEUIL
95,Val-d'Oise,A.S. DES ARCHERS D'ERAGNY SUR OISE
95,Val-d'Oise,A.S.S.O.A. SECTION TIR A L'ARC
95,Val-d'Oise,AAS CIE D ARC DE SARCELLES
95,Val-d'Oise,ARC LOISIR CLUB DE PARMAIN
95,Val-d'Oise,ARCHERS DE CENT NOIX
95,Val-d'Oise,ARCHERS DE GUIRY
95,Val-d'Oise,ASAF.CIE DU PELICAN BLANC
95,Val-d'Oise,C.O.L.E.G.
95,Val-d'Oise,CIE ARC MENUCOURT
95,Val-d'Oise,CIE ARCHERS DE PONTOISE
95,Val-d'Oise,CIE D ARCHERS DU C.S.P.B.
95,Val-d'Oise,CIE D'ARC D'ERMONT
95,Val-d'Oise,CIE D'ARC DE MARLY LA VILLE
95,Val-d'Oise,CIE D'ARC DE MONTMORENCY
95,Val-d'Oise,CIE D'ARC DE ST LEU
95,Val-d'Oise,CIE D'ARC DE VIARMES
95,Val-d'Oise,COMPAGNIE D ARC DE LOUVRES
95,Val-d'Oise,COMPAGNIE D'ARC LES DRAGONNIERS
95,Val-d'Oise,COMPAGNIE D'ARC VILLIERS LE BEL
95,Val-d'Oise,LA FLECHE SANNOISIENNE
95,Val-d'Oise,LES ARCHERS D'ECOUEN
95,Val-d'Oise,LES ARCHERS DE BEAUCHAMP
95,Val-d'Oise,LES ARCHERS DE GROUCHY
95,Val-d'Oise,LES ARCHERS DE MONTIGNY LES CORMEILLES
95,Val-d'Oise,LES ARCHERS DE ST BRICE
95,Val-d'Oise,LES ARCHERS DE ST PRIX
94,Val-de-Marne,1E CIE D'ARC DE NOGENT
94,Val-de-Marne,1ER CIE ARC VINCENNES
94,Val-de-Marne,1ERE CIE D'ARC DE CHENNEVIERES S.MARNE
94,Val-de-Marne,1ERE CIE D'ARC DE FONTENAY S/S BOIS
94,Val-de-Marne,2EME CIE D'ARC DE NOGENT
94,Val-de-Marne,ATHLETIC ARC CLUB
94,Val-de-Marne,AVENIR SPORTIF D'ORLY
94,Val-de-Marne,CIE D ARC DE ST MAUR
94,Val-de-Marne,CIE D'ARC ELAN
94,Val-de-Marne,CIE D'ARC FONTENAY S BOIS
94,Val-de-Marne,COMPAGNIE D'ARC DE VILLIERS SUR MARNE
94,Val-de-Marne,COMPAGNIE VILLECRESNOISE DE TIR A L'ARC
94,Val-de-Marne,ENTENTE SPORTIVE CAUDACIENNE
94,Val-de-Marne,ENTENTE SPORTIVE DE VITRY
94,Val-de-Marne,ESSILARC
94,Val-de-Marne,LES ARCHERS DE L'HAY LES ROSES
94,Val-de-Marne,LES ARCHERS DE LA LICORNE
94,Val-de-Marne,LES ARCHERS FRESNOIS
94,Val-de-Marne,REDSTAR CLUB CHAMPIGNY
94,Val-de-Marne,ST GEORGES LE PERREUX
94,Val-de-Marne,U.S.CRETEIL TIR A L'ARC
94,Val-de-Marne,US-VILLEJUIF TIR ARC
94,Val-de-Marne,USI - SECTION TIR A L'ARC
83,Var,ARC CLUB GARDEEN
83,Var,ARC CLUB SANARY
83,Var,ARC CLUB TOULONNAIS
83,Var,ASPTT TIR A L'ARC HYERES
83,Var,CIE BRIGNOLAISE DE TIR
83,Var,CIE TIR A L'ARC ROQUEBRUNE-LES ISSAMBRES
83,Var,CIE VERDIEROISE DE TIR A L'ARC
83,Var,CLUB DES ARCHERS BAGNOLAIS
83,Var,COMPAGNIE CARCOISE TIR A L'ARC
83,Var,COMPAGNIE D'ARC OLLIOULAISE
83,Var,COMPAGNONS ARC COGOLIN
83,Var,FREJUS ARC CLUB
83,Var,LES ARCHERS DE ST QUINIS
83,Var,LES ARCHERS DE ST RAPHAEL/VALESCURE
83,Var,LES ARCHERS DE SULLY
83,Var,LES ARCHERS DU DRAGON
83,Var,LES ARCHERS DU GRAND JARDIN
83,Var,LES ARCHERS DU MUY
83,Var,LES ARCHERS LORGUAIS
83,Var,LES ARCHERS OCCITANS
83,Var,LES ARCHERS PUGETOIS
83,Var,LES ARCHERS VALETTOIS
83,Var,TIR ARC NATURE INSTINCTIF
84,Vaucluse,ARC CLUB LUBERONAIS
84,Vaucluse,ARC KI DO
84,Vaucluse,ARCHERS COMTAT VENAISSIN
84,Vaucluse,ARCHERS DE BOLLENE
84,Vaucluse,ARCHERS DE GARGAS
84,Vaucluse,ARCHERS DES PRINCES
84,Vaucluse,ARCHERS DU LUBERON
84,Vaucluse,ARCHERS L'ISLOIS
84,Vaucluse,ARCHERS MORIERES
84,Vaucluse,ARCHERS ST JACQUES
84,Vaucluse,ARCHERS ST SIFFREIN
84,Vaucluse,ASL - ARCHERS DE LA TOUR
84,Vaucluse,COMPAGNIE D'ARC DE VEDENE
84,Vaucluse,GRAND ARC - ASSER
84,Vaucluse,LES ARCHERS DE VAL SEILLE
84,Vaucluse,LES ARCHERS DU BAUDE
84,Vaucluse,NATURE EN CIBLE
84,Vaucluse,TOXOTES VAL DURANCE MERINDOL
85,Vendee,1ERE CIE D'ARCHERS EN TALMONDAIS
85,Vendee,AMICALE DU BEIGNON BASSET
85,Vendee,ARCHERS DE BARBATRE
85,Vendee,ARCHERS DE GROSBREUIL
85,Vendee,ARCHERS DE LA CHOUANNERIE
85,Vendee,ARCHERS DE ST GILLES CROIX VIE
85,Vendee,ARCHERS RICHELIEU
85,Vendee,CIE ARCHERS CHANTONNAISIENS
85,Vendee,CIE D'ARCHERS SAINT GEORGES
85,Vendee,CIE DES ARCHERS DE L'ILE D'YEU
85,Vendee,CLUB DES ARCHERS CHALLANDAIS
85,Vendee,L'ARCHER CLUB D'AIZENAY
85,Vendee,LES ARCHERS DE LA DIGUE
85,Vendee,LES ARCHERS DU HAUT BOCAGE
85,Vendee,LES ARCHERS MONTOIS
85,Vendee,LES ARCHERS SABLAIS
85,Vendee,LES ARCHERS ST AUBINOIS
85,Vendee,LES GARNA'ARCHERS
85,Vendee,TIR A L'ARC DE CHATAIGNERAIE
85,Vendee,TIR ARC FONTENAISIEN
86,Vienne,ARCHERS DU LOUDUNAIS
86,Vienne,C.S.A.D.- C TIR A L'ARC
86,Vienne,CIE ARCHERS DU BOIS D'AMOUR
86,Vienne,CIE DES ARCHERS DE L'ENVIGNE
86,Vienne,CIE DES ARCHERS DES SIX VALLEES
86,Vienne,CIE DES ARCHERS DU VAL DE VIENNE
86,Vienne,CPA MJC TIR A L ARC
86,Vienne,LA FLECHE PICTAVE
86,Vienne,LES ARCHERS D'HARCOURT - CHAUVIGNY
86,Vienne,LES ARCHERS LA VALLEE DU CLAIN
86,Vienne,POITIERS LA TOUR A L'OISEAU
87,Vienne (Haute),ASSOCIATION SPORTIVE
87,Vienne (Haute),CIE D'ARC MAGNAC LAVAL
87,Vienne (Haute),CIE DES ARCHERS VALLEE TENEBREUSE
87,Vienne (Haute),LES ARCHERS DICELUY PAIS
87,Vienne (Haute),LIMOGES-COUZEIX ARC CLUB
88,Vosges,1E CIE DES HTES VOSGES
88,Vosges,1ERE CIE D'ARCHERS D'EPINAL
88,Vosges,1ERE COMPAGNIE D'ARC DE SAINT-DIE-DES-VOSGES
88,Vosges,ARC CLUB CONTREXEVILLE VITTEL
88,Vosges,CERCLE DES ARCHERS
88,Vosges,CERCLE DES ARTS MARTIAUX
88,Vosges,CIE ARCHERS NEUFCHATEAU
88,Vosges,EST TIR A L'ARC
88,Vosges,LES ARCHERS DE FREMIFONTAINE
88,Vosges,LES ARCHERS DE LA VALDANGE
88,Vosges,LES ARCHERS DE SALM
88,Vosges,LES ARCHERS DE SAULCY
88,Vosges,LES ARCHERS MIRECURTIENS
88,Vosges,VALLEE DES LACS
89,Yonne,A.S.T TIR A L'ARC
89,Yonne,AMICALE DES FONTENILLES TIR A L'ARC
89,Yonne,AUXERRE 1ERE COMPAGNIE
89,Yonne,CIE D'ARCHERS ST FARGEAU
89,Yonne,CIE DES ARCHERS SENONS
89,Yonne,COMPAGNIE DES ARCHERS DE ST LEU
89,Yonne,JEUNE GARDE POURRAIN
89,Yonne,LA SENTINELLE
89,Yonne,LES ARCHERS DES 2 PORTES
89,Yonne,LES ARCHERS DU CHABLISIEN
89,Yonne,LES CADETS D'AUXERRE TIR A L'ARC
89,Yonne,SECTION TIR A L'ARC DE L.U.S.C.M
89,Yonne,ST MARTIN ARCHERS CLUB
89,Yonne,USJ 1ERE CIE ST JACQUES
78,Yvelines,A.S. MANTAISE
78,Yvelines,A.S.B.A TIR A L'ARC
78,Yvelines,ARCHERS CARRIERES USMC
78,Yvelines,ARCHERS DE COIGNIERES
78,Yvelines,ARCHERS GUY LE ROUGE
78,Yvelines,AS POISSY TIR A L'ARC
78,Yvelines,ASSOCIATION ARCHERS ALPICOIS
78,Yvelines,C S M A E AUBERGENVILLE
78,Yvelines,C.O.G.
78,Yvelines,CAA - COMPAGNIE D'ARC D'AUBERGENVILLE
78,Yvelines,CIE ARCHERS VILLERSOIS
78,Yvelines,CIE D ARC D ELANCOURT
78,Yvelines,CIE D ARC DE BUC
78,Yvelines,CIE D'ARC D'HARDRICOURT
78,Yvelines,CIE D'ARC DE BREVAL
78,Yvelines,CIE D'ARC DE MAISONS LAFFITTE
78,Yvelines,CIE D'ARC DE VILLEPREUX
78,Yvelines,CIE D'ARC DE VIROFLAY
78,Yvelines,CIE D'ARC DES MUREAUX
78,Yvelines,CIE D'ARC SAINT HUBERT
78,Yvelines,CIE D'ARCHERS DU PAYS HOUDANAIS
78,Yvelines,CIE DES ARCHERS DE MARLY
78,Yvelines,CLOCA ACHERES
78,Yvelines,CLUB SPORTIF CA-CL TIR A L'ARC
78,Yvelines,COMPAGNIE D'ARC DE TRAPPES
78,Yvelines,COMPAGNIE DE MAGNY
78,Yvelines,COMPAGNIE DE MEULAN
78,Yvelines,CTA A.S.MONTIGNY LE BRETONNEUX
78,Yvelines,ESSARTS CLUB ARCHERIE
78,Yvelines,LA FLECHE MAREILOISE
78,Yvelines,LES ARCHERS D'ULYSSE
78,Yvelines,LES ARCHERS DE GUYANCOURT
78,Yvelines,LES ARCHERS DE VOISINS
78,Yvelines,LES ARCHERS DU VESINET
78,Yvelines,LES ARCHERS JUMEAUVILLOIS
78,Yvelines,LES ARCS DE CHEVREUSE
78,Yvelines,LES COMPAGNONS DE L'ARC
78,Yvelines,MAUREPAS TIR A L'ARC
78,Yvelines,PRO PATRIA MONTESSON
78,Yvelines,SO HOUILLES
78,Yvelines,TIR NATIONAL DE VERSAILLES
78,Yvelines,U.S. ST ARNOULT
78,Yvelines,U.S.C TIR A L'ARC
78,Yvelines,UNION SPORTIVE MUNICIPALE ROCQUENCOURT
,Ostatni (Autres / non classes),1 ere CIE st etienne
,Ostatni (Autres / non classes),Anthony Archery Academy
,Ostatni (Autres / non classes),Arc Club de Nimes
,Ostatni (Autres / non classes),ARCHERS DE PRES DORES
,Ostatni (Autres / non classes),ASPTT BASTIA
,Ostatni (Autres / non classes),CIE D'ARC DE PIETRABUGNO
,Ostatni (Autres / non classes),Cie des Archers Guerandais
,Ostatni (Autres / non classes),CLUB DE CALVI BALAGNE
,Ostatni (Autres / non classes),Compagnie d'arc de Chenneviere sur marne
,Ostatni (Autres / non classes),LES FRANCS ARCHERS D'AUDOMAR
,Ostatni (Autres / non classes),Lorient Asal
,Ostatni (Autres / non classes),Lorient Asal tir a l'arc
,Ostatni (Autres / non classes),Saint Amand Cible
,Ostatni (Autres / non classes),SGTA ANGERS
,Ostatni (Autres / non classes),STAR
,Ostatni (Autres / non classes),TIR A L'ARC CHATEAU GONTIER
,Ostatni (Autres / non classes),USTAO
